Mean quadratic charge as a function dwell time.
Temperature :      0.2 - 500000.0 eV
Density     : 1.00e+20 m-3
   600     5  # Te values, dwell time

Source data:
acd : /home/adas/adas/adf11/acd12/acd12_h.dat
scd : /home/adas/adas/adf11/scd12/scd12_h.dat
plt : /home/adas/adas/adf11/plt12/plt12_h.dat
prb : /home/adas/adas/adf11/prb12/prb12_h.dat

Te[eV]
 2.500e-01 2.561e-01 2.624e-01 2.688e-01 2.754e-01 2.822e-01 2.891e-01 2.962e-01
 3.035e-01 3.109e-01 3.185e-01 3.263e-01 3.343e-01 3.425e-01 3.509e-01 3.595e-01
 3.683e-01 3.774e-01 3.866e-01 3.961e-01 4.058e-01 4.158e-01 4.260e-01 4.364e-01
 4.471e-01 4.581e-01 4.693e-01 4.808e-01 4.926e-01 5.047e-01 5.170e-01 5.297e-01
 5.427e-01 5.560e-01 5.696e-01 5.836e-01 5.979e-01 6.126e-01 6.276e-01 6.430e-01
 6.587e-01 6.749e-01 6.914e-01 7.084e-01 7.257e-01 7.435e-01 7.618e-01 7.804e-01
 7.996e-01 8.192e-01 8.393e-01 8.598e-01 8.809e-01 9.025e-01 9.247e-01 9.473e-01
 9.706e-01 9.943e-01 1.019e+00 1.044e+00 1.069e+00 1.096e+00 1.122e+00 1.150e+00
 1.178e+00 1.207e+00 1.237e+00 1.267e+00 1.298e+00 1.330e+00 1.362e+00 1.396e+00
 1.430e+00 1.465e+00 1.501e+00 1.538e+00 1.575e+00 1.614e+00 1.654e+00 1.694e+00
 1.736e+00 1.778e+00 1.822e+00 1.867e+00 1.912e+00 1.959e+00 2.007e+00 2.056e+00
 2.107e+00 2.159e+00 2.211e+00 2.266e+00 2.321e+00 2.378e+00 2.436e+00 2.496e+00
 2.557e+00 2.620e+00 2.684e+00 2.750e+00 2.818e+00 2.887e+00 2.957e+00 3.030e+00
 3.104e+00 3.180e+00 3.258e+00 3.338e+00 3.420e+00 3.504e+00 3.590e+00 3.678e+00
 3.768e+00 3.860e+00 3.955e+00 4.052e+00 4.151e+00 4.253e+00 4.357e+00 4.464e+00
 4.574e+00 4.686e+00 4.801e+00 4.918e+00 5.039e+00 5.162e+00 5.289e+00 5.419e+00
 5.551e+00 5.688e+00 5.827e+00 5.970e+00 6.116e+00 6.266e+00 6.420e+00 6.577e+00
 6.738e+00 6.904e+00 7.073e+00 7.246e+00 7.424e+00 7.606e+00 7.792e+00 7.983e+00
 8.179e+00 8.380e+00 8.585e+00 8.796e+00 9.011e+00 9.232e+00 9.459e+00 9.691e+00
 9.928e+00 1.017e+01 1.042e+01 1.068e+01 1.094e+01 1.121e+01 1.148e+01 1.176e+01
 1.205e+01 1.235e+01 1.265e+01 1.296e+01 1.328e+01 1.360e+01 1.394e+01 1.428e+01
 1.463e+01 1.499e+01 1.535e+01 1.573e+01 1.612e+01 1.651e+01 1.692e+01 1.733e+01
 1.776e+01 1.819e+01 1.864e+01 1.909e+01 1.956e+01 2.004e+01 2.053e+01 2.104e+01
 2.155e+01 2.208e+01 2.262e+01 2.318e+01 2.374e+01 2.433e+01 2.492e+01 2.553e+01
 2.616e+01 2.680e+01 2.746e+01 2.813e+01 2.882e+01 2.953e+01 3.025e+01 3.099e+01
 3.175e+01 3.253e+01 3.333e+01 3.415e+01 3.498e+01 3.584e+01 3.672e+01 3.762e+01
 3.854e+01 3.949e+01 4.046e+01 4.145e+01 4.246e+01 4.351e+01 4.457e+01 4.566e+01
 4.678e+01 4.793e+01 4.911e+01 5.031e+01 5.154e+01 5.281e+01 5.410e+01 5.543e+01
 5.679e+01 5.818e+01 5.961e+01 6.107e+01 6.256e+01 6.410e+01 6.567e+01 6.728e+01
 6.893e+01 7.062e+01 7.235e+01 7.412e+01 7.594e+01 7.780e+01 7.971e+01 8.167e+01
 8.367e+01 8.572e+01 8.782e+01 8.997e+01 9.218e+01 9.444e+01 9.676e+01 9.913e+01
 1.016e+02 1.040e+02 1.066e+02 1.092e+02 1.119e+02 1.146e+02 1.174e+02 1.203e+02
 1.233e+02 1.263e+02 1.294e+02 1.326e+02 1.358e+02 1.391e+02 1.426e+02 1.461e+02
 1.496e+02 1.533e+02 1.571e+02 1.609e+02 1.649e+02 1.689e+02 1.730e+02 1.773e+02
 1.816e+02 1.861e+02 1.906e+02 1.953e+02 2.001e+02 2.050e+02 2.100e+02 2.152e+02
 2.205e+02 2.259e+02 2.314e+02 2.371e+02 2.429e+02 2.488e+02 2.549e+02 2.612e+02
 2.676e+02 2.742e+02 2.809e+02 2.878e+02 2.948e+02 3.021e+02 3.095e+02 3.170e+02
 3.248e+02 3.328e+02 3.409e+02 3.493e+02 3.579e+02 3.666e+02 3.756e+02 3.848e+02
 3.943e+02 4.039e+02 4.138e+02 4.240e+02 4.344e+02 4.450e+02 4.559e+02 4.671e+02
 4.786e+02 4.903e+02 5.023e+02 5.146e+02 5.273e+02 5.402e+02 5.534e+02 5.670e+02
 5.809e+02 5.951e+02 6.097e+02 6.247e+02 6.400e+02 6.557e+02 6.718e+02 6.882e+02
 7.051e+02 7.224e+02 7.401e+02 7.582e+02 7.768e+02 7.959e+02 8.154e+02 8.354e+02
 8.559e+02 8.769e+02 8.984e+02 9.204e+02 9.429e+02 9.661e+02 9.897e+02 1.014e+03
 1.039e+03 1.064e+03 1.090e+03 1.117e+03 1.145e+03 1.173e+03 1.201e+03 1.231e+03
 1.261e+03 1.292e+03 1.324e+03 1.356e+03 1.389e+03 1.423e+03 1.458e+03 1.494e+03
 1.531e+03 1.568e+03 1.607e+03 1.646e+03 1.686e+03 1.728e+03 1.770e+03 1.813e+03
 1.858e+03 1.903e+03 1.950e+03 1.998e+03 2.047e+03 2.097e+03 2.149e+03 2.201e+03
 2.255e+03 2.310e+03 2.367e+03 2.425e+03 2.485e+03 2.546e+03 2.608e+03 2.672e+03
 2.737e+03 2.804e+03 2.873e+03 2.944e+03 3.016e+03 3.090e+03 3.166e+03 3.243e+03
 3.323e+03 3.404e+03 3.488e+03 3.573e+03 3.661e+03 3.750e+03 3.842e+03 3.937e+03
 4.033e+03 4.132e+03 4.233e+03 4.337e+03 4.443e+03 4.552e+03 4.664e+03 4.778e+03
 4.895e+03 5.015e+03 5.138e+03 5.264e+03 5.393e+03 5.526e+03 5.661e+03 5.800e+03
 5.942e+03 6.088e+03 6.237e+03 6.390e+03 6.547e+03 6.707e+03 6.872e+03 7.040e+03
 7.213e+03 7.390e+03 7.571e+03 7.756e+03 7.947e+03 8.141e+03 8.341e+03 8.545e+03
 8.755e+03 8.970e+03 9.190e+03 9.415e+03 9.646e+03 9.882e+03 1.012e+04 1.037e+04
 1.063e+04 1.089e+04 1.115e+04 1.143e+04 1.171e+04 1.200e+04 1.229e+04 1.259e+04
 1.290e+04 1.322e+04 1.354e+04 1.387e+04 1.421e+04 1.456e+04 1.492e+04 1.528e+04
 1.566e+04 1.604e+04 1.643e+04 1.684e+04 1.725e+04 1.767e+04 1.811e+04 1.855e+04
 1.901e+04 1.947e+04 1.995e+04 2.044e+04 2.094e+04 2.145e+04 2.198e+04 2.252e+04
 2.307e+04 2.363e+04 2.421e+04 2.481e+04 2.542e+04 2.604e+04 2.668e+04 2.733e+04
 2.800e+04 2.869e+04 2.939e+04 3.011e+04 3.085e+04 3.161e+04 3.238e+04 3.318e+04
 3.399e+04 3.482e+04 3.568e+04 3.655e+04 3.745e+04 3.836e+04 3.931e+04 4.027e+04
 4.126e+04 4.227e+04 4.330e+04 4.437e+04 4.545e+04 4.657e+04 4.771e+04 4.888e+04
 5.008e+04 5.131e+04 5.256e+04 5.385e+04 5.517e+04 5.652e+04 5.791e+04 5.933e+04
 6.078e+04 6.228e+04 6.380e+04 6.537e+04 6.697e+04 6.861e+04 7.029e+04 7.202e+04
 7.378e+04 7.559e+04 7.744e+04 7.934e+04 8.129e+04 8.328e+04 8.532e+04 8.741e+04
 8.956e+04 9.175e+04 9.400e+04 9.631e+04 9.867e+04 1.011e+05 1.036e+05 1.061e+05
 1.087e+05 1.114e+05 1.141e+05 1.169e+05 1.198e+05 1.227e+05 1.257e+05 1.288e+05
 1.320e+05 1.352e+05 1.385e+05 1.419e+05 1.454e+05 1.489e+05 1.526e+05 1.563e+05
 1.602e+05 1.641e+05 1.681e+05 1.722e+05 1.765e+05 1.808e+05 1.852e+05 1.898e+05
 1.944e+05 1.992e+05 2.041e+05 2.091e+05 2.142e+05 2.194e+05 2.248e+05 2.303e+05
 2.360e+05 2.418e+05 2.477e+05 2.538e+05 2.600e+05 2.664e+05 2.729e+05 2.796e+05
 2.864e+05 2.935e+05 3.007e+05 3.080e+05 3.156e+05 3.233e+05 3.312e+05 3.394e+05
 3.477e+05 3.562e+05 3.649e+05 3.739e+05 3.831e+05 3.924e+05 4.021e+05 4.119e+05
 4.220e+05 4.324e+05 4.430e+05 4.538e+05 4.650e+05 4.764e+05 4.880e+05 5.000e+05
sqrt(<Z^2>) for tau[ms]=    0.1
 7.352e-11 1.429e-10 2.744e-10 5.205e-10 9.735e-10 1.794e-09 3.255e-09 5.806e-09
 1.017e-08 1.750e-08 2.960e-08 4.921e-08 8.048e-08 1.296e-07 2.055e-07 3.211e-07
 4.950e-07 7.528e-07 1.130e-06 1.677e-06 2.459e-06 3.566e-06 5.119e-06 7.276e-06
 1.025e-05 1.431e-05 1.982e-05 2.725e-05 3.720e-05 5.048e-05 6.809e-05 9.129e-05
 1.217e-04 1.613e-04 2.124e-04 2.782e-04 3.622e-04 4.689e-04 6.034e-04 7.720e-04
 9.819e-04 1.242e-03 1.561e-03 1.951e-03 2.425e-03 2.997e-03 3.683e-03 4.503e-03
 5.478e-03 6.630e-03 7.985e-03 9.573e-03 1.142e-02 1.357e-02 1.606e-02 1.892e-02
 2.221e-02 2.596e-02 3.024e-02 3.510e-02 4.060e-02 4.679e-02 5.375e-02 6.153e-02
 7.021e-02 7.985e-02 9.052e-02 1.023e-01 1.152e-01 1.294e-01 1.448e-01 1.616e-01
 1.798e-01 1.993e-01 2.203e-01 2.427e-01 2.664e-01 2.915e-01 3.179e-01 3.454e-01
 3.738e-01 4.032e-01 4.331e-01 4.635e-01 4.940e-01 5.245e-01 5.548e-01 5.845e-01
 6.134e-01 6.414e-01 6.683e-01 6.940e-01 7.183e-01 7.411e-01 7.626e-01 7.825e-01
 8.010e-01 8.180e-01 8.337e-01 8.481e-01 8.612e-01 8.732e-01 8.842e-01 8.941e-01
 9.032e-01 9.114e-01 9.188e-01 9.256e-01 9.317e-01 9.373e-01 9.423e-01 9.469e-01
 9.510e-01 9.548e-01 9.582e-01 9.613e-01 9.642e-01 9.668e-01 9.691e-01 9.713e-01
 9.732e-01 9.750e-01 9.767e-01 9.782e-01 9.796e-01 9.809e-01 9.820e-01 9.831e-01
 9.841e-01 9.850e-01 9.859e-01 9.867e-01 9.874e-01 9.881e-01 9.887e-01 9.893e-01
 9.898e-01 9.903e-01 9.908e-01 9.913e-01 9.917e-01 9.921e-01 9.924e-01 9.927e-01
 9.931e-01 9.934e-01 9.936e-01 9.939e-01 9.941e-01 9.944e-01 9.946e-01 9.948e-01
 9.950e-01 9.952e-01 9.953e-01 9.955e-01 9.957e-01 9.958e-01 9.959e-01 9.961e-01
 9.962e-01 9.963e-01 9.964e-01 9.965e-01 9.966e-01 9.967e-01 9.968e-01 9.969e-01
 9.970e-01 9.971e-01 9.971e-01 9.972e-01 9.973e-01 9.974e-01 9.974e-01 9.975e-01
 9.975e-01 9.976e-01 9.976e-01 9.977e-01 9.977e-01 9.978e-01 9.978e-01 9.979e-01
 9.979e-01 9.980e-01 9.980e-01 9.980e-01 9.981e-01 9.981e-01 9.981e-01 9.982e-01
 9.982e-01 9.982e-01 9.982e-01 9.983e-01 9.983e-01 9.983e-01 9.983e-01 9.984e-01
 9.984e-01 9.984e-01 9.984e-01 9.984e-01 9.985e-01 9.985e-01 9.985e-01 9.985e-01
 9.985e-01 9.985e-01 9.986e-01 9.986e-01 9.986e-01 9.986e-01 9.986e-01 9.986e-01
 9.986e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01
 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.988e-01 9.988e-01 9.988e-01
 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01
 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01
 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01
 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01
 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01
 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01
 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.988e-01 9.987e-01
 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01
 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01 9.987e-01
 9.986e-01 9.986e-01 9.986e-01 9.986e-01 9.986e-01 9.986e-01 9.986e-01 9.986e-01
 9.986e-01 9.986e-01 9.986e-01 9.986e-01 9.985e-01 9.985e-01 9.985e-01 9.985e-01
 9.985e-01 9.985e-01 9.985e-01 9.985e-01 9.985e-01 9.985e-01 9.984e-01 9.984e-01
 9.984e-01 9.984e-01 9.984e-01 9.984e-01 9.984e-01 9.984e-01 9.984e-01 9.983e-01
 9.983e-01 9.983e-01 9.983e-01 9.983e-01 9.983e-01 9.983e-01 9.983e-01 9.982e-01
 9.982e-01 9.982e-01 9.982e-01 9.982e-01 9.982e-01 9.982e-01 9.981e-01 9.981e-01
 9.981e-01 9.981e-01 9.981e-01 9.981e-01 9.981e-01 9.980e-01 9.980e-01 9.980e-01
 9.980e-01 9.980e-01 9.980e-01 9.979e-01 9.979e-01 9.979e-01 9.979e-01 9.979e-01
 9.978e-01 9.978e-01 9.978e-01 9.978e-01 9.978e-01 9.977e-01 9.977e-01 9.977e-01
 9.977e-01 9.977e-01 9.976e-01 9.976e-01 9.976e-01 9.976e-01 9.976e-01 9.975e-01
 9.975e-01 9.975e-01 9.975e-01 9.974e-01 9.974e-01 9.974e-01 9.974e-01 9.973e-01
 9.973e-01 9.973e-01 9.973e-01 9.972e-01 9.972e-01 9.972e-01 9.972e-01 9.971e-01
 9.971e-01 9.971e-01 9.971e-01 9.970e-01 9.970e-01 9.970e-01 9.969e-01 9.969e-01
 9.969e-01 9.969e-01 9.968e-01 9.968e-01 9.968e-01 9.967e-01 9.967e-01 9.967e-01
 9.966e-01 9.966e-01 9.966e-01 9.965e-01 9.965e-01 9.965e-01 9.964e-01 9.964e-01
 9.964e-01 9.963e-01 9.963e-01 9.963e-01 9.962e-01 9.962e-01 9.961e-01 9.961e-01
 9.961e-01 9.960e-01 9.960e-01 9.959e-01 9.959e-01 9.959e-01 9.958e-01 9.958e-01
 9.957e-01 9.957e-01 9.956e-01 9.956e-01 9.956e-01 9.955e-01 9.955e-01 9.954e-01
 9.954e-01 9.953e-01 9.953e-01 9.952e-01 9.952e-01 9.951e-01 9.951e-01 9.950e-01
 9.950e-01 9.949e-01 9.949e-01 9.948e-01 9.948e-01 9.947e-01 9.947e-01 9.946e-01
 9.946e-01 9.945e-01 9.945e-01 9.944e-01 9.944e-01 9.943e-01 9.943e-01 9.942e-01
 9.941e-01 9.941e-01 9.940e-01 9.940e-01 9.939e-01 9.938e-01 9.938e-01 9.937e-01
 9.937e-01 9.936e-01 9.935e-01 9.935e-01 9.934e-01 9.933e-01 9.933e-01 9.932e-01
 9.931e-01 9.931e-01 9.930e-01 9.929e-01 9.929e-01 9.928e-01 9.927e-01 9.926e-01
 9.926e-01 9.925e-01 9.924e-01 9.923e-01 9.923e-01 9.922e-01 9.921e-01 9.920e-01
 9.920e-01 9.919e-01 9.918e-01 9.917e-01 9.916e-01 9.915e-01 9.915e-01 9.914e-01
 9.913e-01 9.912e-01 9.911e-01 9.910e-01 9.909e-01 9.909e-01 9.908e-01 9.907e-01
 9.906e-01 9.905e-01 9.904e-01 9.903e-01 9.902e-01 9.901e-01 9.900e-01 9.899e-01
 9.898e-01 9.897e-01 9.896e-01 9.895e-01 9.894e-01 9.893e-01 9.892e-01 9.891e-01
 9.890e-01 9.889e-01 9.888e-01 9.886e-01 9.885e-01 9.884e-01 9.883e-01 9.882e-01
