# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "3.2.3.dev30+g1c324336c.d20260112" 
Date_of_run______________________________________________________________ (date)_________________________ "30/01/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "17:58" 
User_____________________________________________________________________ (username)_____________________      "clair" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "Generic large tokamak" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________ "v3.3.0-10-gd962004f" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________ "3920-optimum-solutions-comparison-notebook" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/clair/development/PROCESS/examples/data/large_tokamak_varied_min_net_electric_IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            1 
# Numerics #
# PROCESS found a feasible solution #
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________symbol_ (ineq_symbol_con081)___________         '>=' 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________units_ (ineq_units_con081)____________        'm-3' 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________physical_bound_ (ineq_bound_con081)____________ 7.99517911789925663e+19 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___normalised_residue_____________________ (ineq_con068)__________________ 8.37495530414678058e-06 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___physical_value_________________________ (ineq_value_con068)____________ 9.99991625044695809e+00 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___symbol_________________________________ (ineq_symbol_con068)___________         '<=' 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___units__________________________________ (ineq_units_con068)____________      'MWT/m' 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___physical_bound_________________________ (ineq_bound_con068)____________ 1.00000000000000000e+01 
TF_coil_case_stress_upper_limit___normalised_residue_____________________ (ineq_con031)__________________ 1.86941455064327577e-01 
TF_coil_case_stress_upper_limit___physical_value_________________________ (ineq_value_con031)____________ 6.09793908701754332e+08 
TF_coil_case_stress_upper_limit___symbol_________________________________ (ineq_symbol_con031)___________         '<=' 
TF_coil_case_stress_upper_limit___units__________________________________ (ineq_units_con031)____________         'Pa' 
TF_coil_case_stress_upper_limit___physical_bound_________________________ (ineq_bound_con031)____________ 7.50000000000000000e+08 
TF_coil_conduit_stress_upper_lim__normalised_residue_____________________ (ineq_con032)__________________ 2.95745945850035219e-01 
TF_coil_conduit_stress_upper_lim__physical_value_________________________ (ineq_value_con032)____________ 5.28190540612473607e+08 
TF_coil_conduit_stress_upper_lim__symbol_________________________________ (ineq_symbol_con032)___________         '<=' 
