# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________      "3.2.1" 
Date_of_run______________________________________________________________ (date)_________________________ "07/11/2025 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "15:33" 
User_____________________________________________________________________ (username)_____________________      "clair" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "Generic large tokamak" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________ "v3.2.2-1-gb0a012874" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________ "3950-update-obsolete-variable-names-left-in-codebase" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/clair/development/PROCESS/examples/data/large_tokamak_4_IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            1 
# Numerics #
# PROCESS found a feasible solution #
Error_flag_______________________________________________________________ (ifail)________________________            1 
rmajor_(upper_bound)_____________________________________________________ (boundu002)____________________ 9.00000000000000000e+00 
rmajor_(lower_bound)_____________________________________________________ (boundl002)____________________ 8.59999999999999964e+00 
temp_plasma_electron_vol_avg_kev_________________________________________ (itvar003)_____________________ 1.23924088956865646e+01 
temp_plasma_electron_vol_avg_kev_(final_value/initial_value)_____________ (xcm003)_______________________ 1.03270074130721379e+00 
temp_plasma_electron_vol_avg_kev_(range_normalised)______________________ (nitvar003)____________________ 7.28815845968449755e-02 
temp_plasma_electron_vol_avg_kev_(upper_bound)___________________________ (boundu003)____________________ 9.99999999999999858e+01 
temp_plasma_electron_vol_avg_kev_(lower_bound)___________________________ (boundl003)____________________ 5.50549999999999962e+00 
beta_total_vol_avg_______________________________________________________ (itvar004)_____________________ 2.63821727939476565e-02 
beta_total_vol_avg_(final_value/initial_value)___________________________ (xcm004)_______________________ 8.79405759798255193e-01 
beta_total_vol_avg_(range_normalised)____________________________________ (nitvar004)____________________ 2.54075803743219752e-02 
beta_total_vol_avg_(upper_bound)_________________________________________ (boundu004)____________________ 1.00000000000000000e+00 
beta_total_vol_avg_(lower_bound)_________________________________________ (boundl004)____________________ 1.00000000000000024e-03 
nd_plasma_electrons_vol_avg______________________________________________ (itvar005)_____________________ 7.41152234084250419e+19 
nd_plasma_electrons_vol_avg_(final_value/initial_value)__________________ (xcm005)_______________________ 9.88202978779000651e-01 
nd_plasma_electrons_vol_avg_(range_normalised)___________________________ (nitvar005)____________________ 5.52196157228826978e-02 
nd_plasma_electrons_vol_avg_(upper_bound)________________________________ (boundu005)____________________ 1.00000000000000000e+21 
nd_plasma_electrons_vol_avg_(lower_bound)________________________________ (boundl005)____________________ 2.00000000000000000e+19 
hfact____________________________________________________________________ (itvar006)_____________________ 1.11872310643217809e+00 
hfact_(final_value/initial_value)________________________________________ (xcm006)_______________________ 1.01702100584743449e+00 
hfact_(range_normalised)_________________________________________________ (nitvar006)____________________ 9.26111914938343661e-01 
hfact_(upper_bound)______________________________________________________ (boundu006)____________________ 1.19999999999999996e+00 
hfact_(lower_bound)______________________________________________________ (boundl006)____________________ 1.00000000000000006e-01 
fpflux_fw_neutron_max_mw_________________________________________________ (itvar007)_____________________ 4.49211733489962961e-01 
fpflux_fw_neutron_max_mw_(final_value/initial_value)_____________________ (xcm007)_______________________ 4.49211733489962961e-01 
fpflux_fw_neutron_max_mw_(range_normalised)______________________________ (nitvar007)____________________ 4.48660393883846820e-01 
fpflux_fw_neutron_max_mw_(upper_bound)___________________________________ (boundu007)____________________ 1.00000000000000000e+00 
fpflux_fw_neutron_max_mw_(lower_bound)___________________________________ (boundl007)____________________ 1.00000000000000002e-03 
dr_cs____________________________________________________________________ (itvar008)_____________________ 5.71325306128091404e-01 
dr_cs_(final_value/initial_value)________________________________________ (xcm008)_______________________ 1.14265061225618281e+00 
dr_cs_(range_normalised)_________________________________________________ (nitvar008)____________________ 2.79716810441331364e-02 
dr_cs_(upper_bound)______________________________________________________ (boundu008)____________________ 1.00000000000000000e+01 
dr_cs_(lower_bound)______________________________________________________ (boundl008)____________________ 2.99999999999999989e-01 
q95______________________________________________________________________ (itvar009)_____________________ 3.92851285957830321e+00 
q95_(final_value/initial_value)__________________________________________ (xcm009)_______________________ 1.12243224559380095e+00 
q95_(range_normalised)___________________________________________________ (nitvar009)____________________ 1.97555927569851818e-02 
q95_(upper_bound)________________________________________________________ (boundu009)____________________ 5.00000000000000000e+01 
q95_(lower_bound)________________________________________________________ (boundl009)____________________ 3.00000000000000000e+00 
ft_burn_min______________________________________________________________ (itvar010)_____________________ 9.99999850720777350e-01 
ft_burn_min_(final_value/initial_value)__________________________________ (xcm010)_______________________ 9.99999850720777350e-01 
ft_burn_min_(range_normalised)___________________________________________ (nitvar010)____________________ 9.99999850571348659e-01 
ft_burn_min_(upper_bound)________________________________________________ (boundu010)____________________ 1.00000000000000000e+00 
ft_burn_min_(lower_bound)________________________________________________ (boundl010)____________________ 1.00000000000000002e-03 
fp_plant_electric_net_required_mw________________________________________ (itvar011)_____________________ 9.99999973667532571e-01 
fp_plant_electric_net_required_mw_(final_value/initial_value)____________ (xcm011)_______________________ 9.99999973667532571e-01 
fp_plant_electric_net_required_mw_(range_normalised)_____________________ (nitvar011)____________________ 9.99999973641173767e-01 
fp_plant_electric_net_required_mw_(upper_bound)__________________________ (boundu011)____________________ 1.00000000000000000e+00 
fp_plant_electric_net_required_mw_(lower_bound)__________________________ (boundl011)____________________ 1.00000000000000002e-03 
fp_fusion_total_max_mw___________________________________________________ (itvar012)_____________________ 5.53232082849582030e-01 
fp_fusion_total_max_mw_(final_value/initial_value)_______________________ (xcm012)_______________________ 5.53232082849582030e-01 
fp_fusion_total_max_mw_(range_normalised)________________________________ (nitvar012)____________________ 5.52784867717299289e-01 
fp_fusion_total_max_mw_(upper_bound)_____________________________________ (boundu012)____________________ 1.00000000000000000e+00 
fp_fusion_total_max_mw_(lower_bound)_____________________________________ (boundl012)____________________ 1.00000000000000002e-03 
dr_bore__________________________________________________________________ (itvar013)_____________________ 2.13587803726100089e+00 
dr_bore_(final_value/initial_value)______________________________________ (xcm013)_______________________ 1.06793901863050045e+00 
dr_bore_(range_normalised)_______________________________________________ (nitvar013)____________________ 2.05644246187979884e-01 
dr_bore_(upper_bound)____________________________________________________ (boundu013)____________________ 1.00000000000000000e+01 
dr_bore_(lower_bound)____________________________________________________ (boundl013)____________________ 1.00000000000000006e-01 
fb_tf_inboard_max________________________________________________________ (itvar014)_____________________ 8.93213645780400745e-01 
fb_tf_inboard_max_(final_value/initial_value)____________________________ (xcm014)_______________________ 8.93213645780400745e-01 
fb_tf_inboard_max_(range_normalised)_____________________________________ (nitvar014)____________________ 8.93106752532933701e-01 
fb_tf_inboard_max_(upper_bound)__________________________________________ (boundu014)____________________ 1.00000000000000000e+00 
fb_tf_inboard_max_(lower_bound)__________________________________________ (boundl014)____________________ 1.00000000000000002e-03 
fbeta_max________________________________________________________________ (itvar015)_____________________ 5.95612004422888086e-01 
fbeta_max_(final_value/initial_value)____________________________________ (xcm015)_______________________ 1.19122400884577617e+00 
fbeta_max_(range_normalised)_____________________________________________ (nitvar015)____________________ 5.95207211634522615e-01 
fbeta_max_(upper_bound)__________________________________________________ (boundu015)____________________ 1.00000000000000000e+00 
fbeta_max_(lower_bound)__________________________________________________ (boundl015)____________________ 1.00000000000000002e-03 
j_cs_flat_top_end________________________________________________________ (itvar016)_____________________ 1.81671033902218863e+07 
j_cs_flat_top_end_(final_value/initial_value)____________________________ (xcm016)_______________________ 1.21114022601479254e+00 
j_cs_flat_top_end_(range_normalised)_____________________________________ (nitvar016)____________________ 1.80851885788006900e-01 
j_cs_flat_top_end_(upper_bound)__________________________________________ (boundu016)____________________ 1.00000000000000000e+08 
j_cs_flat_top_end_(lower_bound)__________________________________________ (boundl016)____________________ 1.00000000000000000e+05 
fjohc____________________________________________________________________ (itvar017)_____________________ 5.79119548053116939e-01 
fjohc_(final_value/initial_value)________________________________________ (xcm017)_______________________ 9.65199246755194862e-01 
fjohc_(range_normalised)_________________________________________________ (nitvar017)____________________ 5.74868230356683663e-01 
fjohc_(upper_bound)______________________________________________________ (boundu017)____________________ 1.00000000000000000e+00 
fjohc_(lower_bound)______________________________________________________ (boundl017)____________________ 1.00000000000000002e-02 
fjohc0___________________________________________________________________ (itvar018)_____________________ 5.75425016950568247e-01 
fjohc0_(final_value/initial_value)_______________________________________ (xcm018)_______________________ 9.59041694917613818e-01 
fjohc0_(range_normalised)________________________________________________ (nitvar018)____________________ 5.75000016967535776e-01 
fjohc0_(upper_bound)_____________________________________________________ (boundu018)____________________ 1.00000000000000000e+00 
fjohc0_(lower_bound)_____________________________________________________ (boundl018)____________________ 1.00000000000000002e-03 
f_j_cs_start_pulse_end_flat_top__________________________________________ (itvar019)_____________________ 9.41837728243166028e-01 
f_j_cs_start_pulse_end_flat_top_(final_value/initial_value)______________ (xcm019)_______________________ 1.04648636471462897e+00 
f_j_cs_start_pulse_end_flat_top_(range_normalised)_______________________ (nitvar019)____________________ 9.41779507750916900e-01 
f_j_cs_start_pulse_end_flat_top_(upper_bound)____________________________ (boundu019)____________________ 1.00000000000000000e+00 
f_j_cs_start_pulse_end_flat_top_(lower_bound)____________________________ (boundl019)____________________ 9.99999999999999804e-04 
f_c_plasma_non_inductive_________________________________________________ (itvar020)_____________________ 4.03315530920685117e-01 
f_c_plasma_non_inductive_(final_value/initial_value)_____________________ (xcm020)_______________________ 1.00828882730171276e+00 
f_c_plasma_non_inductive_(range_normalised)______________________________ (nitvar020)____________________ 4.02718249169854992e-01 
f_c_plasma_non_inductive_(upper_bound)___________________________________ (boundu020)____________________ 1.00000000000000000e+00 
f_c_plasma_non_inductive_(lower_bound)___________________________________ (boundl020)____________________ 1.00000000000000002e-03 
fp_hcd_injected_max______________________________________________________ (itvar021)_____________________ 4.11525900192646676e-01 
fp_hcd_injected_max_(final_value/initial_value)__________________________ (xcm021)_______________________ 4.11525900192646676e-01 
fp_hcd_injected_max_(range_normalised)___________________________________ (nitvar021)____________________ 4.10936837029676372e-01 
fp_hcd_injected_max_(upper_bound)________________________________________ (boundu021)____________________ 1.00000000000000000e+00 
fp_hcd_injected_max_(lower_bound)________________________________________ (boundl021)____________________ 1.00000000000000002e-03 
fstrcase_________________________________________________________________ (itvar022)_____________________ 9.67244046389074907e-01 
fstrcase_(final_value/initial_value)_____________________________________ (xcm022)_______________________ 9.67244046389074907e-01 
fstrcase_(range_normalised)______________________________________________ (nitvar022)____________________ 9.67211257646721667e-01 
fstrcase_(upper_bound)___________________________________________________ (boundu022)____________________ 1.00000000000000000e+00 
fstrcase_(lower_bound)___________________________________________________ (boundl022)____________________ 1.00000000000000002e-03 
fstrcond_________________________________________________________________ (itvar023)_____________________ 8.52298218812900577e-01 
fstrcond_(final_value/initial_value)_____________________________________ (xcm023)_______________________ 8.52298218812900577e-01 
fstrcond_(range_normalised)______________________________________________ (nitvar023)____________________ 8.52150369182082645e-01 
fstrcond_(upper_bound)___________________________________________________ (boundu023)____________________ 1.00000000000000000e+00 
fstrcond_(lower_bound)___________________________________________________ (boundl023)____________________ 1.00000000000000002e-03 
fiooic___________________________________________________________________ (itvar024)_____________________ 7.07667318989247285e-01 
fiooic_(final_value/initial_value)_______________________________________ (xcm024)_______________________ 1.08871895229114957e+00 
fiooic_(range_normalised)________________________________________________ (nitvar024)____________________ 7.07374693682930267e-01 
fiooic_(upper_bound)_____________________________________________________ (boundu024)____________________ 1.00000000000000000e+00 
fiooic_(lower_bound)_____________________________________________________ (boundl024)____________________ 1.00000000000000002e-03 
fvdump___________________________________________________________________ (itvar025)_____________________ 9.22234948413544475e-01 
fvdump_(final_value/initial_value)_______________________________________ (xcm025)_______________________ 9.22234948413544475e-01 
fvdump_(range_normalised)________________________________________________ (nitvar025)____________________ 9.22157105519063491e-01 
fvdump_(upper_bound)_____________________________________________________ (boundu025)____________________ 1.00000000000000000e+00 
fvdump_(lower_bound)_____________________________________________________ (boundl025)____________________ 1.00000000000000002e-03 
fjprot___________________________________________________________________ (itvar026)_____________________ 9.99999994799598779e-01 
fjprot_(final_value/initial_value)_______________________________________ (xcm026)_______________________ 9.99999994799598779e-01 
fjprot_(range_normalised)________________________________________________ (nitvar026)____________________ 9.99999994794393166e-01 
fjprot_(upper_bound)_____________________________________________________ (boundu026)____________________ 1.00000000000000000e+00 
fjprot_(lower_bound)_____________________________________________________ (boundl026)____________________ 1.00000000000000002e-03 
ftmargtf_________________________________________________________________ (itvar027)_____________________ 9.92946511044663915e-01 
ftmargtf_(final_value/initial_value)_____________________________________ (xcm027)_______________________ 9.92946511044663915e-01 
ftmargtf_(range_normalised)______________________________________________ (nitvar027)____________________ 9.92939450495159082e-01 
ftmargtf_(upper_bound)___________________________________________________ (boundu027)____________________ 1.00000000000000000e+00 
ftmargtf_(lower_bound)___________________________________________________ (boundl027)____________________ 1.00000000000000002e-03 
t_tf_superconductor_quench_______________________________________________ (itvar028)_____________________ 1.42783825942483240e+01 
t_tf_superconductor_quench_(final_value/initial_value)___________________ (xcm028)_______________________ 5.71135303769932934e-01 
t_tf_superconductor_quench_(range_normalised)____________________________ (nitvar028)____________________ 1.41925751694177399e-01 
t_tf_superconductor_quench_(upper_bound)_________________________________ (boundu028)____________________ 1.00000000000000000e+02 
t_tf_superconductor_quench_(lower_bound)_________________________________ (boundl028)____________________ 1.00000000000000006e-01 
dr_tf_nose_case__________________________________________________________ (itvar029)_____________________ 3.69747206068613055e-01 
dr_tf_nose_case_(final_value/initial_value)______________________________ (xcm029)_______________________ 7.39494412137226109e-01 
dr_tf_nose_case_(range_normalised)_______________________________________ (nitvar029)____________________ 3.36576006388013771e-01 
dr_tf_nose_case_(upper_bound)____________________________________________ (boundu029)____________________ 1.00000000000000000e+00 
dr_tf_nose_case_(lower_bound)____________________________________________ (boundl029)____________________ 5.00000000000000028e-02 
dx_tf_turn_steel_________________________________________________________ (itvar030)_____________________ 8.00000100998865017e-03 
dx_tf_turn_steel_(final_value/initial_value)_____________________________ (xcm030)_______________________ 1.00000012624858114e+00 
dx_tf_turn_steel_(range_normalised)______________________________________ (nitvar030)____________________ 1.09781374908565158e-08 
dx_tf_turn_steel_(upper_bound)___________________________________________ (boundu030)____________________ 1.00000000000000006e-01 
dx_tf_turn_steel_(lower_bound)___________________________________________ (boundl030)____________________ 8.00000000000000017e-03 
f_a_tf_turn_cable_copper_________________________________________________ (itvar031)_____________________ 8.92529057117158686e-01 
f_a_tf_turn_cable_copper_(final_value/initial_value)_____________________ (xcm031)_______________________ 1.11566132139644836e+00 
f_a_tf_turn_cable_copper_(range_normalised)______________________________ (nitvar031)____________________ 8.92111493448088266e-01 
f_a_tf_turn_cable_copper_(upper_bound)___________________________________ (boundu031)____________________ 9.39999999999999947e-01 
f_a_tf_turn_cable_copper_(lower_bound)___________________________________ (boundl031)____________________ 5.00000000000000000e-01 
c_tf_turn________________________________________________________________ (itvar032)_____________________ 8.16577649708921817e+04 
c_tf_turn_(final_value/initial_value)____________________________________ (xcm032)_______________________ 1.25627330724449515e+00 
c_tf_turn_(range_normalised)_____________________________________________ (nitvar032)____________________ 6.66310598835687440e-01 
c_tf_turn_(upper_bound)__________________________________________________ (boundu032)____________________ 9.00000000000000000e+04 
c_tf_turn_(lower_bound)__________________________________________________ (boundl032)____________________ 6.50000000000000000e+04 
fl_h_threshold___________________________________________________________ (itvar033)_____________________ 6.29673055958151151e-01 
fl_h_threshold_(final_value/initial_value)_______________________________ (xcm033)_______________________ 6.29673055958151151e-01 
fl_h_threshold_(range_normalised)________________________________________ (nitvar033)____________________ 6.28735929551106215e-02 
fl_h_threshold_(upper_bound)_____________________________________________ (boundu033)____________________ 1.00000000000000000e+01 
fl_h_threshold_(lower_bound)_____________________________________________ (boundl033)____________________ 1.00000000000000002e-03 
ftmargoh_________________________________________________________________ (itvar034)_____________________ 9.12658364922201537e-01 
ftmargoh_(final_value/initial_value)_____________________________________ (xcm034)_______________________ 9.12658364922201537e-01 
ftmargoh_(range_normalised)______________________________________________ (nitvar034)____________________ 9.12570935858059595e-01 
ftmargoh_(upper_bound)___________________________________________________ (boundu034)____________________ 1.00000000000000000e+00 
ftmargoh_(lower_bound)___________________________________________________ (boundl034)____________________ 1.00000000000000002e-03 
f_nd_alpha_electron______________________________________________________ (itvar035)_____________________ 8.74704360190784874e-02 
f_nd_alpha_electron_(final_value/initial_value)__________________________ (xcm035)_______________________ 8.74704360190784791e-01 
f_nd_alpha_electron_(range_normalised)___________________________________ (nitvar035)____________________ 7.49408720381569582e-01 
f_nd_alpha_electron_(upper_bound)________________________________________ (boundu035)____________________ 1.00000000000000006e-01 
f_nd_alpha_electron_(lower_bound)________________________________________ (boundl035)____________________ 5.00000000000000028e-02 
falpha_energy_confinement________________________________________________ (itvar036)_____________________ 6.82506212695712655e-01 
falpha_energy_confinement_(final_value/initial_value)____________________ (xcm036)_______________________ 6.82506212695712655e-01 
falpha_energy_confinement_(range_normalised)_____________________________ (nitvar036)____________________ 6.82188401096809449e-01 
falpha_energy_confinement_(upper_bound)__________________________________ (boundu036)____________________ 1.00000000000000000e+00 
falpha_energy_confinement_(lower_bound)__________________________________ (boundl036)____________________ 1.00000000000000002e-03 
fmaxvvstress_____________________________________________________________ (itvar037)_____________________ 5.01569033472975101e-01 
fmaxvvstress_(final_value/initial_value)_________________________________ (xcm037)_______________________ 5.01569033472975101e-01 
fmaxvvstress_(range_normalised)__________________________________________ (nitvar037)____________________ 5.01070103576551684e-01 
fmaxvvstress_(upper_bound)_______________________________________________ (boundu037)____________________ 1.00000000000000000e+00 
fmaxvvstress_(lower_bound)_______________________________________________ (boundl037)____________________ 1.00000000000000002e-03 
fpsepbqar________________________________________________________________ (itvar038)_____________________ 9.95329078466292483e-01 
fpsepbqar_(final_value/initial_value)____________________________________ (xcm038)_______________________ 9.95329078466292483e-01 
fpsepbqar_(range_normalised)_____________________________________________ (nitvar038)____________________ 9.95324402869161684e-01 
fpsepbqar_(upper_bound)__________________________________________________ (boundu038)____________________ 1.00000000000000000e+00 
fpsepbqar_(lower_bound)__________________________________________________ (boundl038)____________________ 1.00000000000000002e-03 
f_a_cs_turn_steel________________________________________________________ (itvar039)_____________________ 7.23860040475854505e-01 
f_a_cs_turn_steel_(final_value/initial_value)____________________________ (xcm039)_______________________ 9.04825050594818103e-01 
f_a_cs_turn_steel_(range_normalised)_____________________________________ (nitvar039)____________________ 7.61707102714282880e-01 
f_a_cs_turn_steel_(upper_bound)__________________________________________ (boundu039)____________________ 9.50000000000000067e-01 
f_a_cs_turn_steel_(lower_bound)__________________________________________ (boundl039)____________________ 1.00000000000000002e-03 
foh_stress_______________________________________________________________ (itvar040)_____________________ 9.79912420839430309e-01 
foh_stress_(final_value/initial_value)___________________________________ (xcm040)_______________________ 9.79912420839430309e-01 
foh_stress_(range_normalised)____________________________________________ (nitvar040)____________________ 9.79892313152582850e-01 
foh_stress_(upper_bound)_________________________________________________ (boundu040)____________________ 1.00000000000000000e+00 
foh_stress_(lower_bound)_________________________________________________ (boundl040)____________________ 1.00000000000000002e-03 
f_nd_impurity_electrons(13)______________________________________________ (itvar041)_____________________ 5.13640960032763676e-04 
f_nd_impurity_electrons(13)_(final_value/initial_value)__________________ (xcm041)_______________________ 1.35168673692832542e+00 
f_nd_impurity_electrons(13)_(range_normalised)___________________________ (nitvar041)____________________ 5.13631473664237295e-02 
f_nd_impurity_electrons(13)_(upper_bound)________________________________ (boundu041)____________________ 1.00000000000000002e-02 
f_nd_impurity_electrons(13)_(lower_bound)________________________________ (boundl041)____________________ 1.00000000000000002e-08 
dr_tf_wp_with_insulation_________________________________________________ (itvar042)_____________________ 7.25531091441699583e-01 
dr_tf_wp_with_insulation_(final_value/initial_value)_____________________ (xcm042)_______________________ 1.45106218288339917e+00 
dr_tf_wp_with_insulation_(range_normalised)______________________________ (nitvar042)____________________ 2.03456932151062225e-01 
dr_tf_wp_with_insulation_(upper_bound)___________________________________ (boundu042)____________________ 2.00000000000000000e+00 
dr_tf_wp_with_insulation_(lower_bound)___________________________________ (boundl042)____________________ 4.00000000000000022e-01 
fne0_____________________________________________________________________ (itvar043)_____________________ 5.96379921652534950e-01 
fne0_(final_value/initial_value)_________________________________________ (xcm043)_______________________ 5.96379921652534950e-01 
fne0_(range_normalised)__________________________________________________ (nitvar043)____________________ 5.95975897550085065e-01 
fne0_(upper_bound)_______________________________________________________ (boundu043)____________________ 1.00000000000000000e+00 
fne0_(lower_bound)_______________________________________________________ (boundl043)____________________ 1.00000000000000002e-03 
Beta_consistency__________________normalised_residue_____________________ (eq_con001)____________________ 1.94215481545967350e-05 
Global_power_balance_consistency__normalised_residue_____________________ (eq_con002)____________________ 1.81166487789319319e-06 
Radial_build_consistency__________normalised_residue_____________________ (eq_con011)____________________ 5.74483083326526867e-09 
Density_upper_limit_______________normalised_residue_____________________ (eq_con005)____________________ -1.35010821744607767e-06 
Neutron_wall_load_upper_limit_____normalised_residue_____________________ (eq_con008)____________________ -1.70976566515879114e-07 
Fusion_power_upper_limit__________normalised_residue_____________________ (eq_con009)____________________ -2.10557645208275801e-07 
Burn_time_lower_limit_____________normalised_residue_____________________ (eq_con013)____________________ -2.53526039328821895e-06 
L-H_power_threshold_limit_________normalised_residue_____________________ (eq_con015)____________________ -4.69467492092423555e-06 
Injection_power_upper_limit_______normalised_residue_____________________ (eq_con030)____________________ 1.79703498326411193e-06 
Net_electric_power_lower_limit____normalised_residue_____________________ (eq_con016)____________________ 1.25039779330649026e-06 
Beta_upper_limit__________________normalised_residue_____________________ (eq_con024)____________________ 6.11409279327457256e-06 
Peak_toroidal_field_upper_limit___normalised_residue_____________________ (eq_con025)____________________ 1.24864237838195891e-08 
CS_coil_EOF_current_density_limit_normalised_residue_____________________ (eq_con026)____________________ -2.48619982812225970e-06 
CS_coil_BOP_current_density_limit_normalised_residue_____________________ (eq_con027)____________________ -3.09076339832792257e-06 
I_op_/_I_critical_(TF_coil)_______normalised_residue_____________________ (eq_con033)____________________ -9.22137641463649516e-05 
Dump_voltage_upper_limit__________normalised_residue_____________________ (eq_con034)____________________ -4.79487952925738981e-05 
J_winding_pack/J_protection_limit_normalised_residue_____________________ (eq_con035)____________________ -1.58041474885406430e-04 
TF_coil_temp._margin_lower_limit__normalised_residue_____________________ (eq_con036)____________________ -2.70845430656474484e-04 
CS_temperature_margin_lower_limit_normalised_residue_____________________ (eq_con060)____________________ -9.68100515763570257e-06 
f_alpha_energy_confinement________normalised_residue_____________________ (eq_con062)____________________ -7.53894880967109771e-08 
Dump_time_set_by_VV_stress________normalised_residue_____________________ (eq_con065)____________________ -1.09732049833333178e-05 
CS_Tresca_yield_criterion_________normalised_residue_____________________ (eq_con072)____________________ -1.54641350946782552e-07 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________normalised_residue_ (eq_con081)____________________ 1.51163971606749215e-06 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___normalised_residue_____________________ (eq_con068)____________________ 4.80776418387840465e-06 
TF_coil_case_stress_upper_limit___normalised_residue_____________________ (eq_con031)____________________ -1.26311526815747754e-06 
TF_coil_conduit_stress_upper_lim__normalised_residue_____________________ (eq_con032)____________________ 2.59587228235158562e-06 
# Final Feasible Point #
# Power Reactor Costs (1990 US$) #
First_wall_/_blanket_life_(years)________________________________________ (life_blkt)____________________ 5.56530219956865579e+00 
Divertor_life_(years)____________________________________________________ (life_div)________________ 1.03662639598136219e+00 
Cost_of_electricity_(m$/kWh)_____________________________________________ (coe)__________________________ 5.87092647488882903e+02 
# Detailed Costings (1990 US$) #
Acc.22_multiplier_for_Nth_of_a_kind______________________________________ (fkind)________________________ 1.00000000000000000e+00 
Level_of_Safety_Assurance________________________________________________ (lsa)__________________________            4 
# Structures and Site Facilities #
Site_improvements,_facilities,_land_(M$)_________________________________ (c211)_________________________ 3.52000000000000028e+01 
Reactor_building_cost_(M$)_______________________________________________ (c212)_________________________ 5.27079675477930664e+02 
Turbine_building_cost_(M$)_______________________________________________ (c213)_________________________ 3.80000000000000000e+01 
Reactor_maintenance_building_cost_(M$)___________________________________ (c2141)________________________ 1.10196853126078437e+02 
Warm_shop_cost_(M$)______________________________________________________ (c2142)________________________ 5.99569447002914728e+01 
Tritium_building_cost_(M$)_______________________________________________ (c215)_________________________ 1.47999999999999989e+01 
Electrical_equipment_building_cost_(M$)__________________________________ (c216)_________________________ 2.11256164348214917e+01 
Additional_buildings_cost_(M$)___________________________________________ (c2171)________________________ 1.80000000000000000e+01 
Control_room_buildings_cost_(M$)_________________________________________ (c2172)________________________ 2.10000000000000000e+01 
Shop_and_warehouses_cost_(M$)____________________________________________ (c2173)________________________ 1.14999999999999982e+01 
Cryogenic_building_cost_(M$)_____________________________________________ (c2174)________________________ 7.82333495296851833e+00 
Total_account_21_cost_(M$)_______________________________________________ (c21)__________________________ 8.64682424692090535e+02 
# Reactor Systems #
First_wall_cost_(M$)_____________________________________________________ (c2211)________________________ 2.16700175020430208e+02 
Blanket_beryllium_cost_(M$)______________________________________________ (c22121)_______________________ 2.96752618726227979e+02 
Blanket_breeder_material_cost_(M$)_______________________________________ (c22122)_______________________ 7.27235825333165849e+02 
Blanket_stainless_steel_cost_(M$)________________________________________ (c22123)_______________________ 9.17517079031588594e+01 
